placeName,address,managerUnit,applyUnit,contactor,officePhone,fax,email,register,imageUrl,seg,place
土牛客家文化館,,臺中市政府客家事務委員會,臺中市政府客家事務委員會,鍾小姐,(04)2582-5312,(04)2582-5313,,1.街頭藝人須於７天前提出展演申請。2.申請方式：電話。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F220/62044a28-15a7-4c5f-bb45-9eeaea5891a3.jpg,"['土牛', '客家', '文化']",
萬里長城登山步道,,大肚區公所共用及建設課,大肚區公所共用及建設課,張先生,04-26991105#233,,,不需申請逕可前往展演,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F221/b7f21ca7-f303-4401-9481-28ab6c6e82f3.jpg,"['萬里長', '登山']",
一中街商圈,,臺中市政府經濟發展局,臺中市一中街(含育才南街)商店管理委員會,郭先生,0932-632846,,m39403@gmail.com,1.街頭藝人須於　7　天前提出展演申請。2.申請方式：電話。 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F222/327f7069-92fc-46e3-86f9-b6319cfd00e9.jpg,"['商圈', '一中']",
臺中市石岡區旅客服務中心旁廣場 (東豐自行車綠廊),,臺中市政府觀光旅遊局,觀光工程科,曾先生,(04)2228-9111#58113,(04)2525-1622,,1.街頭藝人須於７天前提出展演申請。2.申請方式：書面，需檢附街頭藝人證，3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F223/26b1b82c-8bd7-4001-86d8-5ed9a1c3345e.jpg,"['中市', '石岡區', '服務', '旁廣場', '東豐', '車綠廊', '旅客', '自行', '中心']",
中友百貨公司,,中友百貨公司,促銷課,蕭先生,(04)2225-3456#680,,,,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F224/fdd1c461-2e77-4f26-bc04-713419cc8c90.jpg,"['中友', '百貨', '公司']",
梅川親水公園,,臺中市政府建設局,建設局,曾小姐,(04)2228-9111#33924,,,1.街頭藝人須於7天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載）。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F225/91ec8c24-1a20-4192-815e-fb74c74362b2.jpg,"['梅川親', '水公園']",
益民一中商圈,,益民一中商圈聯合管理服務中心,商圈營運部,陳經理,04-2225-2913,(04)2225-7776,service@yiminmall.com.tw,1.街頭藝人須於 30天 前提出展演申請。2.申請方式：電話、E-mail、親洽。 3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F226/6496ffa6-67d4-488e-859d-83b0562f559f.jpg,"['商圈', '一中', '益民']",
東協廣場前廣場,,臺中市東協廣場管理委員會,臺中市東協廣場管理委員會,蕭小姐,(04)2225-8606,,,1.街頭藝人須於　６　天前提出展演申請。2.申請方式：書面  3. 場租：1000元/時，不用電可另談。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F227/4065deec-d2be-48f7-8066-b845c2af0275.jpg,"['東協廣場', '前廣場']",
臺中公園,,臺中市政府建設局,建設局,曾小姐,(04)2228-9111#33924,,,1.街頭藝人須於 7 天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載）3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F228/26e42335-19ef-4c4b-98e8-5f2062cba051.jpg,['中公園'],
豐樂雕塑公園,,,建設局,曾小姐,	(04)2228-9111#33924,,,1.街頭藝人須於7 天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載） 。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F229/2ad56a9b-fc9d-463d-87c0-e369a398a0ca.jpg,"['豐樂', '公園', '雕塑']",
健康公園,,臺中市政府建設局,建設局,曾小姐,(04)2228-9111#33924,,,1.街頭藝人須於 7 天前提出展演申請。2.申請方式：書面（請逕自臺中市政府建設局網站下載）。 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F230/29d3b2d8-8690-4dad-aec0-2147a1c6f469.jpg,"['公園', '健康']",
鰲峰山公園,,建設局,,,04-22289111#34500,,,1. 街頭藝人須於　7　天前提出展演申請2. 申請方式：書面（請點選連結下載申請書）3. 場租：免費,,"['公園', '峰山']",
中科購物廣場,,深耕實業股份有限公司,深耕實業股份有限公司,胡先生,04-24617777#202,(04)2463-8692,office@tech-mall.com.tw,1.街頭藝人須於3天前提出展演申請。2.申請方式：電話。  3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F232/a9ac27b1-8b91-4178-bbd3-61fd1a442617.jpg,"['購物', '廣場', '中科']",
「順天建築.文化.藝術中心」戶外廣場,,順天經貿廣場,管理中心,黃小姐,04-22595777#1136,,sweeten@sweeten.com.tw,1.街頭藝人須於 7 天前提出展演申請。2.申請方式：書面、電話、E-mail,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F233/376f70bf-32e4-474a-95aa-6d6cc35de5a7.jpg,"['順天', '建築', '藝術', '戶外', '廣場', '文化', '中心']",
梧棲觀光漁港(漁貨直銷中心),,臺中區漁會,臺中區漁會,鄭先生,04-26562650,,,不須申請可逕自前往展演,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F235/0c545e7b-6b77-491e-95f4-c4d31ab5fba0.jpg,"['梧棲觀', '光漁港', '漁貨', '直銷', '中心']",
逢甲文華道商圈,,,逢甲文華道商場管理委員會,陶先生,04-24515450,,,1.街頭藝人須於　3　天前提出展演申請。2.申請方式：電話  3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F236/73241c7b-c25d-40fd-bede-bdf6d489ee73.jpg,"['逢甲', '文華道', '商圈']",
市民廣場,,臺中市政府建設局,景觀工程科,張小姐,04-22289111#33335,,,1.街頭藝人須於 7 天前提出展演申請。2.申請方式：書面  3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F238/d93bbeab-ab73-47cb-aee3-2e52ef54217e.jpg,"['廣場', '市民']",
臺中文學公園,,臺中市政府文化局,文化研究科,王小姐,(04)2228-9111#25327,(04)2371-3788,dobbyelsa@taichung.gov.tw,1.書面申請：檢附街頭藝人證、場地使用申請書，於展演日7日前辦理申請，相關表單簽名用印後存為電子檔mail或傳真辦理申請，並來電確認。 2.申請方式：E-mail、傳真 3.場租：免費    申請書下載：「臺中市政府文化局-臺中文學公園」街頭藝人展演場地申請簡章,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F239/74007bd4-c336-4364-bac6-2fccecbd1535.jpg,"['學公園', '中文']",
大隆路商圈,,台中市大隆路商店街管理委員會,台中市大隆路商店街管理委員會,劉小姐、陳總幹事,0931-099912、0982-135940,,liliannelai@yahoo.com.tw,1.街頭藝人須於　2　天前提出展演申請。2.申請方式：電話  3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F240/938f55ce-790e-4b52-ab45-37affaa8d7aa.jpg,"['大隆路', '商圈']",
大里區東湖公園,,臺中市大里區公所,大里區東湖里辦公處,賴先生,0910-562752,,,需事先登記，請與賴先生聯繫。,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F241/f206097b-8079-4d0e-852e-8a94b0564562.jpg,"['大里區', '東湖', '公園']",
美術園道商圈,,美術園道商店街管理委員會,美術園道商店街管理委員會,陳小姐,04-23755482、0933-306692,,tw.artgarden@gmail.com,"1.街頭藝人請配合商圈辦理之活動,須於規定前提出展演申請。2.申請方式：書面、電話、E-mail 3.商圈未辦理活動期間,請另洽建設局申請""美術綠園道""",http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F242/d310c997-e04f-4aa5-8a66-7acef1cfc6c6.jpg,"['美術園', '商圈']",
臺中市兒童青少年福利服務中心,,臺中市政府社會局婦女及兒少福利科,臺中市兒童青少年福利服務中心,林小姐,04-24827405#111,,,1.申請方式：電話(30天前提出)2.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F243/9e1f3da3-a94f-4a35-8e60-ea4c86a96043.jpg,"['中市', '兒童', '服務', '青少年', '福利', '中心']",
臺灣民俗文物館及所轄戶外空間,,迴廊創新產業育成有限公司,迴廊創新產業育成有限公司,伍姿瑾,04-22451310,,www.tfm@gmail.com,1.街頭藝人須於　15   天前提出展演申請。2.申請方式：書面，經本館審核同意後通知展演時間  3.管理辦法及申請表格聯結網址：,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F244/44dd9cbb-7ba7-4daf-aa16-b7d9b815af7a.jpg,"['外空', '臺灣', '館及', '所轄戶', '民俗', '文物']",
舊社公園,,臺中市政府建設局,建設局,曾小姐,04-2228-9111#33924,,,1.街頭藝人須於 7 天前提出展演申請。 2.申請方式：書面（請逕自臺中市政府建設局網站下載）3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F245/2d06f5dc-1390-41ec-a0eb-a476ca2406e2.jpg,['社公園'],
臺中市大里中興商圈,,臺中市政府經濟發展局,臺中市大里中興商圈管理委員會,傅先生,04-24831133,04-24831192,dali995ya@gmail.com,1. 街頭藝人須於 7 天前提出展演申請。2. 申請方式：電話、E-mail 3. 大里國際觀光夜市內之展演申請請另外洽詢 04-24850416,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-24/d7d770eb-3226-4889-96ef-5ddf3a52fae0/6c3074a857d4675d1fb29d0119ce9ca1.jpg,"['大里', '中市', '中興', '商圈']",
樂成公園,,臺中市政府建設局,建設局,蔡小姐,04-22289111#33905,,,1.街頭藝人須於7 天前提出展演申請。 2.申請方式：書面（請逕自臺中市市府建善局網站下載）。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F248/145546e7-96e2-4981-9f12-2806c02507c8.jpg,"['樂成', '公園']",
烏日區麻園頭溪溪濱公園,,臺中市烏日區公所,人文課,劉小姐,04-23368016#126,(04)2336-4948,,1.街頭藝人須於７天前提出展演申請。2.申請方式：書面、電話。3.場租：免費,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-24/e2e9c373-30cc-4923-93aa-681865808294/a37c045b9b07471347bbf7105ac629ee.jpg,"['烏日區', '麻園', '頭溪溪濱', '公園']",
臺中市大甲區中正紀念館前廣場,,臺中市大甲區公所,區公所,	蘇先生,04-26872101#341,04-26889846,,1.不須申請可逕行前往展演。2.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F250/2de21983-e229-4c6d-a66b-2ff625215389.jpg,"['中市', '大甲區', '紀念館', '前廣場', '中正']",
臺中市天津路服飾商圈,,臺中市政府經濟發展局,臺中市天津路服飾商圈管理委員會,莊先生,0928-900360,,yabig8@yahoo.com.tw,1.街頭藝人須於５天前提出展演申請。2.申請方式：電話 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F251/5bbf3e99-5f61-4dd5-b404-f7078491a10a.jpg,"['中市', '天津路', '服飾', '商圈']",
梧棲觀光漁港(壘標廣場),,臺中市海岸資源漁業發展所,臺中市海岸資源漁業發展所,蔡先生,04-2658-1940#205,04-2658-1941,,不須申請可逕自前往展演,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F253/03a70054-bd54-4915-b2a2-5331488fb511.jpg,"['梧棲觀', '光漁港', '標廣場']",
太平區祥順運動公園,,臺中市體育處,臺中市體育處,李先生,04-22289111#55125,,,1.街頭藝人須於10天前提出展演申請。2.申請方式：書面。 3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F254/51bdca47-6b58-44db-a660-1465e867542e.jpg,"['區祥', '順運動', '公園', '太平']",
張連昌薩克斯風博物館,,張連昌薩克斯風公司,管理部門,張小姐,04-25562363,04-25587425,service@sax.org.tw,1.街頭藝人須於７天前提出展演申請。2.申請方式：書面、電話、E-mail 。3.場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F255/12d905a7-1d4d-4996-9d43-a92bc39d5417.jpg,"['張連昌薩', '克斯', '博物']",
臺中市屯區藝文中心戶外廣場,,臺中市政府文化局,臺中市立屯區藝文中心,陳小姐,04-23921122#303,04-23928886,yiling@tccac.gov.tw,1. 街頭藝人須於 14 天前提出展演申請  2. 申請方式：書面 / Email  3. 場租：免費  4. 管理辦法與申請表格連結網址:表單下載,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F256/f1efdbf3-0a52-428a-ab1a-e30669c1639a.jpg,"['中市', '屯區', '藝文', '戶外', '廣場', '中心']",
臺水宿舍商場,,台水宿舍商場,台水宿舍商場,王小姐,0932-941009,,,1. 街頭藝人須於7天前提出展演申請  2. 申請方式：電話  3. 場租：免費,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E1/F258/a5f0c300-1555-4c2c-82c3-bd1b5aa5585b.jpg,"['商場', '宿舍']",
歷史建築臺中刑務所演武場生命之樹舞臺,,臺中市文化資產處,財團法人道禾教育基金會附設道禾六藝文化館,劉小姐,(04)2375-9366,,sixarts33@gmail.com,1. 街頭藝人須於  14  天前提出展演申請。 2. 申請方式：E-mail 、電話。 3. 場租：免費,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-25/07003e79-e78f-464c-a918-51d5ff2ab985/c1a618360d7e60a34f970765f9da38cb.jpg,"['歷史', '建築', '刑務', '之樹舞', '演武', '生命']",
電子街商圈,,臺中市政府經濟發展局,臺中市電子街行人徒步區管理委員會,余先生,0911-224251,,y135077@gmail.com,1. 場租：免費 。2.申請方式：Email、書面、電話(3天前提出)。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-25/ec2ddb77-6578-4512-8282-ade4212316e9/f46a84373ed9202d2b40dd1bfd50c443.jpg,"['電子', '商圈']",
大坑商圈,,,,東先生,(04)2239-6349,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-25/9736cea4-6151-4986-a7f3-6e8c92fc7f8c/29d19b046d89a96e86d79a8731886d2b.jpg,"['商圈', '大坑']",
彩虹藝術公園,,臺中市政府建設局,建設局,曾小姐,(04)2228-9111#33924,,,1. 街頭藝人須於7天前提出展演申請。 2. 申請方式：書面（請逕自臺中市政府建設局網站下載） 。3. 場租：免費,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-04-25/9b6319e1-efa3-49c7-afe8-dba8d2365463/357a44f165df2d520874435a01eeb57d.jpg,"['藝術', '公園', '彩虹']",
東協廣場前綠川加蓋區,,臺中市政府建設局,景觀工程科,張小姐,(04)2228-9111 # 33335,,,1.街頭藝人須於７ 天前提出展演申請。 2.申請方式：書面。 3.場租：免費。 4. 用電須洽東協廣場。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-05/9b25378a-f335-4c04-b912-e441dc775fde/22c4945509667f67e85537bbd173bcdb.jpg,"['東協廣場', '綠川', '加蓋區']",
龍心商場,,,,吳小姐,(04)2224-3111#2012,,,場租：免費,,"['龍心', '商場']",
舊臺中火車站大門右側出口旅遊服務中心旁空地 (配合市府建設局工程施工暫停開放 ，自105年10月下旬至107年)舊臺中火車站大門右側出口旅遊服務中心旁空地,,臺中火車站,服務台,,(04)2222-7236,,,1. 申請方式：書面（１天前提出） 2. 場租：免費,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-05/e132b414-3401-4808-9d62-7ec0ccee69ab/3b34400f76ef19b4f61f72fbea001187.jpg,"['火車', '大門', '右側', '旅遊', '服務', '空地', '建設局', '暫停', '開放', '105', '10', '107', '出口', '工程施工', '市府', '中心', '下旬', '配合']",
集集火車站前廣場,,集集鎮公所,集集鎮公所,集集鎮公所觀光課,049-2763541,,,一、時段限制：09:00-21:00。二、音量限制：依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人相關場地規範藝文活動許可辦理」規定及「南投縣集集鎮街頭藝人表演申請須知」辦理。最高容納組數：2組。四、相關場地規範：表演完畢請負責將周遭環境恢復整潔。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/0562eb3d-1661-4274-bfa7-88cafe83cc65/c04b947c00cfc3090564ce20ebf14ac0.jpg,"['集集', '火車', '廣場']",
南投市仁壽公園(公園內),,南投市公所,南投市公所,觀光文化課 王順正,049-2222110#361 ,,,一、時段限制： 08：30-17：30。二、音量限制： 依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦理」規定辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/efe62004-f0f2-41dc-abcc-44edd5ae14e7/7a95c084a590da70aae176de65335c6a.jpg,"['南投市', '仁壽公園', '公園']",
南投市中山公園(公園內),,南投市公所,南投市公所, 觀光文化課 王順正,049-2222110#361,,,一、時段限制： 08：30-17：30。二、音量限制： 依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦理」規定辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/14e4a7ef-407d-4167-8ce3-b5cdd4a23330/7e5edc756519317d2fc5407ce619c29f.jpg,"['公園', '南投市', '中山']",
猴探井遊憩區,,南投市公所,南投市公所,觀光文化課 王順正,049-2222110#361 ,,,一、時段限制： 08：30-17：30。二、音量限制： 依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦理」規定辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/6f73eed7-f8c4-4f30-a016-9d6956c52290/f463c129b73031c173b1cc6eb97f784a.jpg,"['憩區', '探井']",
水里圖書館館前廣場,,水里鄉公所,水里鄉公所,張睿哲,049-2773886,,,一、時段限制：週二至週六09：00-17：00、週一及例假日休館。二、音量限制：提供靜態表演。三、街頭藝人類型及人數限制：5人以下。四、相關場地規範：靜態展示。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/fdaeb3f7-d7a7-4f07-80bb-fa6fe4dcaf72/38fd423a309bd0fd3c71f1f541e1936a.jpg,"['圖書館', '廣場', '水里']",
濁水火車站周邊廣場,,南投縣名間鄉公所,南投縣名間鄉公所,觀光文化課陳漢芳小姐,049-2732116轉151,,,一、時段限制：街頭藝人表演前應先跟公所登記並確定日期。二、音量限制：原單位無規定則依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：原單位無規定則依「南投縣街頭藝人從事藝文活動許可辦法」規定辦理。在不阻礙行人動線下，於開放空間可使用範內由各街頭藝人自行協調，在不致相互影響情況下使用。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/eea68c60-6cc3-4297-9ce8-68ab9a0829ef/2cf3921ddb01bca86f32371fa0bb086e.jpg,"['車站', '周邊', '廣場', '水火']",
國姓驛站前廣場,,國姓驛站,國姓驛站,黃湘睿小姐,049-2723011,,,一、時段限制：08：00-18：00。二、音量限制：原單位無規定則依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：原單位無規定則依「南投縣街頭藝人從事藝文活動許可辦法」規定辦理。四、其他注意事項：1.請先行聯絡確定展演時間。2.勿無故缺席停演，使遊客空等。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/06de3b94-e5d7-4bae-bf2a-d4765ee82399/1cc9f8f6ba62602d1103788dba7c7644.jpg,"['國姓', '廣場']",
國姓鄉客家展演廣場,,國姓鄉公所,國姓鄉公所,客家暨觀光所  張世杰先生,049-2724218,,,一、時段限制：09：00-21：00。二、音量限制：原單位無規定則依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：原單位無規定則依「南投縣街頭藝人從事藝文活動許可辦法」規定辦理。四、相關場地規範：如遇團體借用場地辦理活動優先使用。五、其他注意事項：請先行聯絡確定展演時間。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/bbd668e4-ad0b-47fd-bdad-01b9d13a9a12/61910927e655932108d7e35e26f67e7b.jpg,"['展演', '國姓', '廣場', '客家']",
清境農場-青青草原綿羊秀場,,國軍退除役官兵輔導委員會清境農場,國軍退除役官兵輔導委員會清境農場,觀光行政組陳小姐,049-2802222#77,,,一、時段限制：13：00-14：00、14：30-15：30(青青草原)。二、街頭藝人類型及人數限制：在不阻礙行人動線下，於開放空間可使用範內由各街頭藝人自行協調，在不致相互影響情況下使用。三、相關場地規範：青青草原綿羊秀場之場地僅限於平日無綿羊秀時申請。四、其他注意事項：街頭藝人申請相關規範請至清境農場申請須知查看。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/24a75eaa-d369-462b-9adc-c68d78761c4f/587267ae882cec2e5537233cd74ca8a8.jpg,"['清境', '農場', '青青草原', '綿羊秀場']",
清境農場-青青草原柳杉區,,國軍退除役官兵輔導委員會清境農場,國軍退除役官兵輔導委員會清境農場,觀光行政組陳小姐,049-2802222#77,,,一、時段限制：13：00-14：00、14：30-15：30(青青草原)。二、街頭藝人類型及人數限制：在不阻礙行人動線下，於開放空間可使用範內由各街頭藝人自行協調，在不致相互影響情況下使用。三、相關場地規範：青青草原綿羊秀場之場地僅限於平日無綿羊秀時申請。四、其他注意事項：街頭藝人申請相關規範請至清境農場申請須知查看。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/91f971a4-2608-42bc-b9fd-dbf037680195/ea15a446dbcbf0477fcff9df4b4b0529.jpg,"['清境', '農場', '青青草原', '柳杉']",
清境農場-國民賓館扇形廣場,,國軍退除役官兵輔導委員會清境農場,國軍退除役官兵輔導委員會清境農場,觀光行政組陳小姐,049-2802222#77,,,一、時段限制：10：00-11：00、16：00-17：00、19：00-20：00(國民賓館扇形廣場)。 二、街頭藝人類型及人數限制：在不阻礙行人動線下，於開放空間可使用範內由各街頭藝人自行協調，在不致相互影響情況下使用。三、相關場地規範：青青草原綿羊秀場之場地僅限於平日無綿羊秀時申請。四、其他注意事項：街頭藝人申請相關規範請至清境農場申請須知查看。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/4d5e0d81-a9bd-41e8-9d90-24fea1744f90/a8cf9120ab7a97e6ef6654f53849d435.jpg,"['清境', '農場', '國民賓館', '廣場', '扇形']",
南投酒廠(展售中心內南面餐飲區),,臺灣菸酒股份有限公司南投酒廠,臺灣菸酒股份有限公司南投酒廠,營業組 許蒼棋組長,049-2234171#560,,,一、時段限制：09：00-12：00、13：00-17：00。二、音量限制：依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦理」規定辦理。四、相關場地規範：場地使用完畢後需復原現狀並維持清潔。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/ddc93d76-750e-4cad-9b12-52ad09b27662/91f5b08c1919a33d942f6d276eae27e1.jpg,"['酒廠', '展售', '餐飲區', '南投', '南面', '中心']",
鳳凰谷鳥園生態園區-旅客服務中心平台,,國立自然科學博物館,鳳凰谷鳥園生態園區,劉小姐,049-2753100#119,,,一、時段限制：9：00-17：00。二、音量限制：依「噪音管制法」相關規定辦理。三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦法」規定辦理。使用前請先與園區窗口聯絡。四、相關場地規範：表演完畢請負責將周遭環境恢復整潔，物歸原位。如遇本園區辦理活動，則以園區活動優先使用。 五、其他注意事項：需事先申請。,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-05-21/fbca7f5d-d2bb-4733-b4cc-1684810790ec/40a1ff23b9af4021b84e17abc600b162.jpg,"['鳳凰谷', '鳥園', '生態', '園區', '服務', '旅客', '平台', '中心']",
車籠埔斷層保存園區(綠籬公園之表演舞台),,國立自然科學博物館,車籠埔斷層保存園區,許小姐,049-2623108#113,,,一、時段限制：09：00-17：00。二、音量限制：依「噪音管制法」相關規定辦理。 三、街頭藝人類型及人數限制：依「南投縣街頭藝人從事藝文活動許可辦法」規定辦理。使用前請先與園區窗口聯絡。四、相關場地規範：表演完畢請負責將周遭環境恢復整潔，物歸原位。如遇本園區辦理活動，則以園區活動優先使用。五、其他注意事項：需事先申請。,,"['車籠埔斷', '園區', '綠籬', '公園', '舞台', '表演', '保存']",
中興高等研究園區-親情公園,,科技部中部科學工業園區管理局,科技部中部科學工業園區管理局,科技部中部科學工業園區管理局,049-2394841 #5070,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-06-05/a4ec1cb0-15b1-4418-bd2c-64932738a9aa/87af0f57c714da08c41b8eb73257cbd0.jpg,"['中興', '園區', '親情', '公園', '高等', '研究']",
中興高等研究園區-光華兒童公園,,科技部中部科學工業園區管理局,科技部中部科學工業園區管理局,科技部中部科學工業園區管理局,049-2394841#5070,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-06-05/3cc27635-fff8-4887-96a0-1ba7e9211618/d9be88e4fa0196d6739dd9b5aaf4d373.jpg,"['中興', '園區', '光華兒', '童公園', '高等', '研究']",
日月潭國家風景區-水社碼頭廣場,,日月潭國家風景區管理處,日月潭國家風景區管理處,埔里管理站 ,049-2916060#24,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-06-05/f4a16d96-9417-4ded-8042-34d7b2808740/3fd93034e41e55b224feef51096dc797.jpg,"['國家', '風景區', '水社', '碼頭', '廣場', '日月潭']",
日月潭國家風景區-水社碼頭廣場鳳凰木旁,,日月潭國家風景區管理處,日月潭國家風景區管理處,埔里管理站, 049-2916060#24,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-06-05/a738a106-e8b2-4e8b-9107-4b92a8c258d2/7da2a1a82ad749856f6dc9a9c4c87198.jpg,"['國家', '風景區', '水社', '碼頭', '廣場', '鳳凰木旁', '日月潭']",
惠蓀林場-大草坪,,惠蓀林場,惠蓀林場,,049-2942001,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-23/0a30d213-9fc3-452c-a3b5-e9353355a29d/ac75be3f13c34b5c9823847b7a69d7aa.jpg,"['惠蓀', '林場', '草坪']",
惠蓀林場-第二研習館外廣場,,惠蓀林場,惠蓀林場,,049-2942001,,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-12-23/0c0f742d-5b99-42a8-9308-6be5c350f989/427ee5227eb701d571d265664aa6b489.jpg,"['惠蓀', '林場', '研習館', '外廣場', '第二']",
草屯鎮農會超市前廣場,,草屯鎮農會,草屯鎮農會,洪懿藝,0928-383738,,ctfa6101@gmail.com,,http://busker.culture.tw/c_upload_busker/performer/place/image/2018-05-04/fa52eb9f-f810-4403-b84f-78bbf9d6031d/3f7aa063d5e758ed48b2840d528453d2.jpg,"['草屯', '鎮農會', '前廣場', '超市']",
麻豆總爺藝文中心,,麻豆總爺藝文中心,,林昱宏先生,06-5718088、06-5718123,06-5713800,,,http://busker.culture.tw/c_upload_busker/performer/place/image/2017-07-13/f006c3ce-3c8f-4c80-9b7a-d8e308b65431/5eded28529bd2e33048c49fde139b9dd.jpg,"['麻豆', '總爺', '藝文', '中心']",
